"ano","regiao","uf","municipio","gestao 1","gestao 2","gestao 3","gestao 4","gestao 5","gestao 6"
"2017","Norte","AM","1302702",47.8,12.7,32.8,2.2,4.5,0
"2017","Norte","AM","1302801",15.2,5.1,48.5,6.1,25.1,0
"2017","Norte","AM","1302801",0,50,0,0,50,0
"2017","Norte","AM","1302801",15.8,3.2,50.5,6.3,24.2,0
"2017","Norte","AM","1302900",10,7.6,62.4,15.3,4.7,0
"2017","Norte","AM","1302900",0,58.3,33.3,0,8.4,0
"2017","Norte","AM","1302900",10.8,3.8,64.6,16.5,4.3,0
"2017","Norte","AM","1303007",38.9,31.5,25.9,1.9,1.8,0
"2017","Norte","AM","1303007",0,66.7,33.3,0,0,0
"2017","Norte","AM","1303007",41.2,29.4,25.5,2,1.9,0
"2017","Norte","AM","1303106",25.4,18.6,40.7,8.5,6.8,0
"2017","Norte","AM","1303106",28.6,0,28.6,28.6,14.2,0
"2017","Norte","AM","1303106",25,21.2,42.3,5.8,5.7,0
"2017","Norte","AM","1303205",4.8,23.8,23.8,4.8,42.8,0
"2017","Norte","AM","1303205",0,50,25,0,25,0
"2017","Norte","AM","1303205",5.9,17.6,23.5,5.9,47.1,0
"2017","Norte","AM","1303304",68.8,18.8,2.1,2.1,8.2,0
"2017","Norte","AM","1303304",0,80,0,0,20,0
"2017","Norte","AM","1303304",76.7,11.6,2.3,2.3,7.1,0
"2017","Norte","AM","1303403",24.7,31.5,34.2,2.1,6.8,0.7
"2017","Norte","AM","1303403",14.3,60.7,10.7,0,10.7,3.6
"2017","Norte","AM","1303403",27.1,24.6,39.8,2.5,6,0
"2017","Norte","AM","1303502",92.1,6.6,0,0,1.3,0
"2017","Norte","AM","1303502",0,80,0,0,20,0
"2017","Norte","AM","1303502",98.6,1.4,0,0,0,0
"2017","Norte","AM","1303536",4,24,4,4,36,28
"2017","Norte","AM","1303536",0,50,12.5,12.5,25,0
"2017","Norte","AM","1303536",5.9,11.8,0,0,41.2,41.1
"2017","Norte","AM","1303569",11.1,38.9,5.6,16.7,5.6,22.1
"2017","Norte","AM","1303569",0,62.5,12.5,12.5,0,12.5
"2017","Norte","AM","1303569",20,20,0,20,10,30
"2017","Norte","AM","1303601",34.9,23.3,27.9,9.3,2.3,2.3
"2017","Norte","AM","1303601",50,25,0,0,0,25
"2017","Norte","AM","1303601",33.3,23.1,30.8,10.3,2.5,0
"2017","Norte","AM","1303700",24.3,43.2,5.4,10.8,13.5,2.8
"2017","Norte","AM","1303700",0,71.4,0,14.3,14.3,0
"2017","Norte","AM","1303700",30,36.7,6.7,10,13.3,3.3
"2017","Norte","AM","1303809",31.7,4.8,41.3,20.4,1.3,0.5
"2017","Norte","AM","1303809",33.3,33.3,0,0,0,33.4
"2017","Norte","AM","1303809",31.7,4.4,41.9,20.7,1.3,0
"2017","Norte","AM","1303908",33.8,16.2,5.4,14.9,28.4,1.3
"2017","Norte","AM","1303908",0,40,20,0,40,0
"2017","Norte","AM","1303908",36.2,14.5,4.3,15.9,27.5,1.6
"2017","Norte","AM","1303957",0,21.1,73.7,5.2,0,0
"2017","Norte","AM","1303957",0,0,100,0,0,0
"2017","Norte","AM","1303957",0,23.5,70.6,5.9,0,0
"2017","Norte","AM","1304005",0,70,20,10,0,0
"2017","Norte","AM","1304005",0,0,50,50,0,0
"2017","Norte","AM","1304005",0,87.5,12.5,0,0,0
